Area,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,FO_LandOwnType,County,RegUseRestriction,Industrial_Restriction,DistrictCode,Month_ReportDate
NOA,A,0.01,0.01,Human,Rural Residential,Clatsop,Outside Closed Fire Season,Outside Closed Fire Season,52,3
NOA,A,0.01,0.01,Human,Small Woodlands,Columbia,Reg Use Closure,Lvl 1 Fire Season Only,53,9
SOA,A,0.01,0.01,Human,State,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.25,0.25,Human,Small Woodlands,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,A,0.01,0.01,Human,Other Private,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,7
SOA,A,0.1,0.1,Human,State,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
EOA,E,368,368,Lightning,Small Woodlands,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,6
EOA,B,6.2,6.2,Human,Small Woodlands,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,8
EOA,A,0.01,0.01,Human,Rural Residential,Klamath,Reg Use Closure,Lvl 1 Fire Season Only,99,8
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,6
SOA,B,1,1,Human,Industrial,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
NOA,A,0.1,0.1,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,7
SOA,B,2.5,2.5,Lightning,Industrial,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.1,0.1,Lightning,State,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,B,0.37,0.37,Human,Industrial,Hood River,Reg Use Closure,Lvl 2 Limited Shutdown,95,9
SOA,A,0.01,0.01,Human,Industrial,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,10
SOA,A,0.1,0.1,Human,Other Private,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.15,0.15,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 4 Complete Shutdown,73,8
SOA,B,9.5,9.5,Human,Small Woodlands,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
SOA,B,0.4,0.4,Human,Small Woodlands,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,6
EOA,B,0.5,0.5,Human,Small Woodlands,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,4
EOA,B,2,2,Lightning,Small Woodlands,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,B,0.5,0.5,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
NOA,B,0.5,0.5,Human,Rural Residential,Columbia,Outside Closed Fire Season,Outside Closed Fire Season,53,6
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0,0,Human,BLM,Lane,Reg Use Closure,Lvl 1 Fire Season Only,77,9
SOA,A,0.01,0.01,Human,Ocean Shores,Douglas,Reg Use Closure,Lvl 1 Fire Season Only,72,9
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,10
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
EOA,C,28.5,28.5,Lightning,BLM,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.25,0.25,Human,Industrial,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
EOA,A,0.25,0.25,Human,Municipal,Lake,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,11
EOA,A,0.02,0,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,10
SOA,A,0.1,0.1,Human,State,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,5
SOA,A,0.01,0.01,Human,Industrial,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
EOA,A,0.23,0.23,Lightning,Rural Residential,Union,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,9
EOA,A,0.1,0.1,Lightning,Other Private,Jefferson,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,B,3.75,3.75,Lightning,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.1,0.1,Lightning,Small Woodlands,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.13,0.13,Human,Small Woodlands,Lane,Reg Use Closure,Lvl 1 Fire Season Only,77,6
SOA,B,1.94,1.94,Human,BLM,Josephine,Reg Use Closure,Lvl 4 Complete Shutdown,71,9
NOA,A,0.12,0.12,Human,Small Woodlands,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,7
SOA,A,0.1,0.1,Human,BLM,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,9
SOA,A,0.07,0.07,Human,BLM,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,6
NOA,A,0.01,0.01,Human,Municipal,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,7
NOA,B,1,1,Human,Rural Residential,Marion,Reg Use Closure,Lvl 2 Limited Shutdown,58,9
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,B,1.2,1.2,Human,Industrial,Clatsop,Outside Closed Fire Season,Outside Closed Fire Season,52,10
EOA,A,0.1,0.1,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.5,0.5,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,4
EOA,C,20.07,20.07,Human,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,10
EOA,A,0.01,0.01,Human,BLM,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.25,0.25,Human,Rural Residential,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,78,9
EOA,A,0.1,0.1,Human,County,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,0.5,0.5,Lightning,Small Woodlands,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.1,0.1,Human,Other Private,Polk,Outside Closed Fire Season,Outside Closed Fire Season,55,5
EOA,A,0.1,0.1,Lightning,Rural Residential,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,B,7.2,7.2,Lightning,BLM,Benton,Reg Use Closure,Lvl 2 Limited Shutdown,55,8
SOA,B,1,1,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,B,0.5,0.5,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,6
SOA,A,0.21,0.21,Lightning,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,Industrial,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,3
SOA,A,0.03,0.03,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.1,0.1,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.01,0.01,Human,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
SOA,A,0.25,0.25,Lightning,BLM,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
NOA,C,46,46,Human,Other Private,Clackamas,Reg Use Closure,Lvl 3 Restricted Shutdown,58,9
SOA,A,0.01,0.01,Human,State,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
NOA,B,1.17,1.17,Human,Rural Residential,Benton,Outside Closed Fire Season,Outside Closed Fire Season,55,4
EOA,C,26.5,26.5,Lightning,Other Private,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,1.5,1.5,Human,Agriculture,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,B,6.5,3,Human,USFS,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.1,0.1,Lightning,Industrial,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
SOA,A,0.01,0,Lightning,USFS,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.08,0.08,Human,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,B,5,5,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
SOA,A,0.01,0.01,Human,Municipal,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
SOA,A,0.1,0.1,Human,Industrial,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,10
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.01,0.01,Human,Industrial,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,10
EOA,A,0.1,0.1,Human,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.01,0.01,Human,Other Private,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,7
SOA,A,0.1,0.1,Lightning,Industrial,Linn,Reg Use Closure,Lvl 1 Fire Season Only,77,9
EOA,B,3.82,3.82,Human,Industrial,Grant,Outside Closed Fire Season,Outside Closed Fire Season,95,4
SOA,A,0.25,0.25,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.25,0.25,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,6
NOA,B,3.73,3.73,Human,Industrial,Clatsop,Outside Closed Fire Season,Outside Closed Fire Season,52,11
EOA,A,0.17,0.17,Lightning,Small Woodlands,Crook,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,7
EOA,D,186,138,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,D,110,110,Human,Industrial,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,8
NOA,A,0.1,0.1,Human,USFS,Tillamook,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,51,7
SOA,A,0.1,0.1,Lightning,BLM,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.1,0.1,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.25,0.25,Human,State,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,78,8
SOA,A,0.1,0,Human,Other Public,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,B,1,1,Human,Other Private,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,7
SOA,B,1,1,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,B,0.4,0.4,Human,Rural Residential,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,5
SOA,A,0.1,0.1,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Lightning,Small Woodlands,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,B,0.5,0.5,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,10
NOA,A,0.25,0.25,Human,Industrial,Washington,Reg Use Closure,Lvl 1 Fire Season Only,53,9
EOA,A,0.1,0.1,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,B,0.67,0.67,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,B,0.5,0.5,Lightning,Small Woodlands,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.25,0.25,Human,Industrial,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,8
SOA,A,0.01,0.01,Human,Other Public,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,6
EOA,A,0.1,0.1,Lightning,Other Private,Crook,Reg Use Closure,Lvl 3 Restricted Shutdown,95,7
SOA,B,1.5,1.5,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,6
SOA,B,1.5,1.5,Human,Small Woodlands,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
SOA,B,3.2,3.2,Human,BLM,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.1,0.1,Human,Other Private,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,10
EOA,C,15,15,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.03,0.03,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,10
EOA,B,1.1,0,Lightning,USFS,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.23,0.23,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,9
EOA,A,0.03,0.03,Human,Small Woodlands,Hood River,Reg Use Closure,Lvl 2 Limited Shutdown,95,6
SOA,A,0.03,0.03,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
NOA,A,0.1,0.1,Human,Rural Residential,Polk,Outside Closed Fire Season,Outside Closed Fire Season,55,4
EOA,A,0.1,0.1,Lightning,Other Private,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,9
NOA,A,0.02,0.02,Lightning,Small Woodlands,Benton,Reg Use Closure,Lvl 3 Restricted Shutdown,55,9
SOA,A,0.1,0.1,Human,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,10
SOA,A,0,0,Human,Industrial,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
EOA,A,0.1,0.1,Lightning,Industrial,Union,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,97,7
EOA,A,0.1,0.1,Lightning,Other Private,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.25,0.25,Human,BLM,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,2
NOA,B,5,5,Human,Small Woodlands,Marion,Reg Use Closure,Lvl 1 Fire Season Only,58,10
SOA,A,0.05,0.05,Human,Municipal,Lane,Closed Fire Season Lvl 1,Lvl 3 Restricted Shutdown,78,9
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,B,2,2,Human,Other Private,Jefferson,Reg Use Closure,Lvl 1 Fire Season Only,95,7
SOA,B,3.5,3.5,Human,Small Woodlands,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,4
NOA,B,0.77,0.77,Human,Industrial,Columbia,Reg Use Closure,Lvl 1 Fire Season Only,53,8
EOA,C,85,85,Lightning,State,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,9
NOA,B,0.4,0.4,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
SOA,B,1.3,1.3,Human,Municipal,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.2,0.2,Human,Rural Residential,Lane,Reg Use Closure,Lvl 1 Fire Season Only,77,8
NOA,A,0.01,0.01,Human,Other Private,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,6
SOA,C,47.48,47.48,Lightning,USFS,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,78,8
SOA,B,0.6,0.6,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
EOA,A,0.02,0.02,Human,Rural Residential,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,10
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,C,94,94,Human,BLM,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
EOA,C,13.2,0.01,Lightning,Other Private,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,B,0.5,0.5,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,3
SOA,B,0.52,0.52,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,B,2,2,Human,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,7
NOA,A,0.01,0.01,Human,Rural Residential,Lincoln,Outside Closed Fire Season,Outside Closed Fire Season,55,5
SOA,B,1.5,1.5,Human,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,4
SOA,A,0.01,0.01,Human,Industrial,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,10
SOA,A,0.01,0.01,Human,State,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,9
NOA,A,0.14,0.14,Human,Rural Residential,Benton,Reg Use Closure,Lvl 2 Limited Shutdown,55,7
SOA,A,0.01,0.01,Human,County,Douglas,Reg Use Closure,Lvl 1 Fire Season Only,72,9
SOA,A,0.01,0.01,Lightning,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
NOA,A,0.01,0.01,Human,State,Linn,Reg Use Closure,Lvl 1 Fire Season Only,58,6
NOA,A,0.1,0.1,Human,Rural Residential,Columbia,Reg Use Closure,Lvl 1 Fire Season Only,53,7
SOA,B,0.75,0.75,Human,BLM,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.1,0.1,Human,Other Private,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
EOA,B,0.3,0.25,Human,State,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.25,0.25,Human,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
SOA,B,1,1,Human,Municipal,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,5
SOA,B,0.75,0.75,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
EOA,A,0.1,0.1,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.05,0.05,Human,Other Private,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
EOA,C,,31,Under Invest,State,Klamath,,,99,8
EOA,A,0.1,0.1,Human,Small Woodlands,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,10
EOA,A,0.1,0.1,Lightning,Small Woodlands,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,A,0.01,0.01,Human,State,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
NOA,B,6.1,6.1,Human,Other Private,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,53,10
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,6
NOA,A,0.1,0,Human,Other Private,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,7
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
EOA,A,0.1,0.1,Lightning,County,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,A,0.01,0.01,Lightning,Small Woodlands,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.01,0.01,Human,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,State,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,Other Private,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,10
SOA,A,0.01,0.01,Lightning,Other Private,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
EOA,A,0.1,0.1,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,4
SOA,A,0.1,0.1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,B,4,4,Human,Small Woodlands,Union,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,4
NOA,B,0.37,0.37,Human,Industrial,Benton,Reg Use Closure,Lvl 1 Fire Season Only,55,8
SOA,E,587.33,587.33,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.02,0,Human,Other Private,Yamhill,Reg Use Closure,Lvl 3 Restricted Shutdown,53,10
NOA,A,0.1,0.1,Human,BLM,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,58,9
EOA,A,0.01,0.01,Lightning,Small Woodlands,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0.01,Human,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,C,12.86,12.86,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
SOA,A,0.1,0.1,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,10
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,6
EOA,A,0.25,0.25,Lightning,Small Woodlands,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,7
NOA,A,0.01,0.01,Human,Municipal,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,8
EOA,A,0.1,0.1,Lightning,Small Woodlands,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,1.5,1.5,Human,Other Private,Union,Reg Use Closure,Lvl 1 Fire Season Only,97,7
EOA,A,0.1,0,Human,State,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.01,0.01,Lightning,BLM,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,Industrial,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,4
EOA,A,0.1,0.1,Lightning,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,B,1.25,1.25,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
NOA,A,0.14,0.14,Human,Industrial,Polk,Outside Closed Fire Season,Outside Closed Fire Season,55,5
SOA,A,0.1,0.1,Human,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.17,0.17,Human,Small Woodlands,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.1,0.1,Human,Other Private,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
SOA,A,0.25,0.25,Human,Small Woodlands,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,72,10
EOA,A,0.1,0.1,Lightning,Small Woodlands,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,7
NOA,A,0.01,0.01,Human,County,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
EOA,A,0.01,0.01,Lightning,Other Private,Jefferson,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
EOA,B,2.16,0,Human,Municipal,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,9
SOA,A,0.25,0.25,Lightning,BLM,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,A,0.01,0.01,Lightning,Industrial,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.1,0.1,Human,Other Private,Wallowa,Outside Closed Fire Season,Outside Closed Fire Season,97,4
EOA,A,0.1,0.1,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.25,0.25,Human,Other Public,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
EOA,A,0.25,0.25,Lightning,Other Private,Wheeler,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
SOA,B,2,2,Human,Small Woodlands,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
EOA,A,0.11,0.11,Lightning,Industrial,Wallowa,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,97,7
EOA,B,0.5,0.5,Human,Municipal,Wallowa,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,4
EOA,A,0.2,0.2,Lightning,BLM,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,9
NOA,A,0.12,0.12,Human,Small Woodlands,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,55,5
SOA,B,0.75,0.75,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.01,0.01,Human,Industrial,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,10
EOA,A,0.1,0.1,Human,State,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,5
SOA,A,0.25,0.25,Human,Industrial,Jackson,Absolute Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.1,0.05,Lightning,USFS,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,9
SOA,A,0.01,0.01,Human,BLM,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,5
SOA,A,0.01,0.01,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,Industrial,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.01,0.01,Human,BLM,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
SOA,B,2.25,2.25,Human,Other Public,Lane,Closed Fire Season Lvl 1,Lvl 3 Restricted Shutdown,78,8
SOA,A,0.1,0.1,Lightning,Small Woodlands,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
NOA,B,4,4,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
SOA,A,0.1,0.1,Lightning,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,B,0.5,0.5,Human,Industrial,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
